item_id,annotator_id,label,category,timestamp
A30,r2,1,finance,2025-08-25T10:10:23
A30,r3,1,finance,2025-08-25T10:10:33
A30,r4,1,finance,2025-08-25T10:11:04
A30,r5,1,finance,2025-08-25T10:11:15
A30,r6,0,finance,2025-08-25T10:11:51
A31,r1,0,health,2025-08-25T10:12:30
A31,r2,1,health,2025-08-25T10:12:46
A31,r3,0,health,2025-08-25T10:13:20
A31,r4,1,health,2025-08-25T10:13:33
A31,r5,0,health,2025-08-25T10:14:07
A31,r6,1,health,2025-08-25T10:14:22
A32,r1,0,health,2025-08-25T10:14:44
A32,r2,1,health,2025-08-25T10:15:16
A32,r3,0,health,2025-08-25T10:15:35
A32,r4,0,health,2025-08-25T10:15:57
A32,r5,1,health,2025-08-25T10:16:30
A32,r6,1,health,2025-08-25T10:16:54
A33,r1,1,sports,2025-08-25T10:17:37
A33,r2,1,sports,2025-08-25T10:18:18
A33,r3,0,sports,2025-08-25T10:18:32
A33,r4,1,sports,2025-08-25T10:19:07
A33,r5,1,sports,2025-08-25T10:19:37
A33,r6,1,sports,2025-08-25T10:19:53
A34,r1,1,sports,2025-08-25T10:20:24
A34,r2,0,sports,2025-08-25T10:21:01
A34,r3,1,sports,2025-08-25T10:21:24
A34,r4,0,sports,2025-08-25T10:22:00
A34,r5,1,sports,2025-08-25T10:22:09
A34,r6,0,sports,2025-08-25T10:22:29
A35,r1,1,finance,2025-08-25T10:22:50
A35,r2,0,finance,2025-08-25T10:23:19
A35,r3,1,finance,2025-08-25T10:23:47
A35,r4,1,finance,2025-08-25T10:24:23
A35,r5,1,finance,2025-08-25T10:24:56
A35,r6,1,finance,2025-08-25T10:25:34
A36,r1,1,sports,2025-08-25T10:25:50
A36,r2,1,sports,2025-08-25T10:26:22
A36,r3,0,sports,2025-08-25T10:26:31
A36,r4,0,sports,2025-08-25T10:26:39
A36,r5,1,sports,2025-08-25T10:26:51
A36,r6,1,sports,2025-08-25T10:27:12
A37,r1,1,sports,2025-08-25T10:27:44
A37,r2,1,sports,2025-08-25T10:28:22
A37,r3,1,sports,2025-08-25T10:28:55
A37,r4,1,sports,2025-08-25T10:29:32
A37,r5,1,sports,2025-08-25T10:30:13
A37,r6,1,sports,2025-08-25T10:30:21
A38,r1,1,finance,2025-08-25T10:30:35
A38,r2,1,finance,2025-08-25T10:30:40
A38,r3,1,finance,2025-08-25T10:31:14
A38,r4,1,finance,2025-08-25T10:31:51
A38,r5,0,finance,2025-08-25T10:32:18
A38,r6,0,finance,2025-08-25T10:32:44
A39,r1,1,sports,2025-08-25T10:33:12
A39,r2,1,sports,2025-08-25T10:33:27
A39,r3,0,sports,2025-08-25T10:33:44
A39,r4,1,sports,2025-08-25T10:34:03
A39,r5,1,sports,2025-08-25T10:34:38
A39,r6,1,sports,2025-08-25T10:34:46
A40,r1,0,finance,2025-08-25T10:35:18
A40,r2,1,finance,2025-08-25T10:36:02
A40,r3,0,finance,2025-08-25T10:36:14
A40,r4,0,finance,2025-08-25T10:36:54
A40,r5,1,finance,2025-08-25T10:37:17
A40,r6,1,finance,2025-08-25T10:37:48
A41,r1,0,finance,2025-08-25T10:38:08
A41,r2,1,finance,2025-08-25T10:38:46
A41,r3,1,finance,2025-08-25T10:39:05
A41,r4,1,finance,2025-08-25T10:39:29
A41,r5,0,finance,2025-08-25T10:39:47
A41,r6,1,finance,2025-08-25T10:40:14
A42,r1,1,health,2025-08-25T10:40:37
A42,r2,0,health,2025-08-25T10:41:04
A42,r3,1,health,2025-08-25T10:41:32
A42,r4,0,health,2025-08-25T10:42:12
A42,r5,0,health,2025-08-25T10:42:50
A42,r6,0,health,2025-08-25T10:43:14
A43,r1,1,health,2025-08-25T10:43:37
A43,r2,0,health,2025-08-25T10:43:49
A43,r3,1,health,2025-08-25T10:43:58
A43,r4,1,health,2025-08-25T10:44:19
A43,r5,0,health,2025-08-25T10:44:37
A43,r6,1,health,2025-08-25T10:44:56
A44,r1,1,sports,2025-08-25T10:45:17
A44,r2,0,sports,2025-08-25T10:45:30
A44,r3,1,sports,2025-08-25T10:45:37
A44,r4,1,sports,2025-08-25T10:45:46
A44,r5,0,sports,2025-08-25T10:45:55
A44,r6,1,sports,2025-08-25T10:46:32
A45,r1,1,health,2025-08-25T10:46:39
A45,r2,0,health,2025-08-25T10:46:56
A45,r3,0,health,2025-08-25T10:47:33
A45,r4,1,health,2025-08-25T10:48:17
A45,r5,0,health,2025-08-25T10:48:54
A45,r6,1,health,2025-08-25T10:49:14
A46,r1,1,health,2025-08-25T10:49:58
A46,r2,0,health,2025-08-25T10:50:07
A46,r3,1,health,2025-08-25T10:50:29
A46,r4,0,health,2025-08-25T10:50:51
A46,r5,0,health,2025-08-25T10:51:26
A46,r6,1,health,2025-08-25T10:51:44
A47,r1,1,sports,2025-08-25T10:52:03
A47,r2,1,sports,2025-08-25T10:52:30
A47,r3,1,sports,2025-08-25T10:52:47
A47,r4,0,sports,2025-08-25T10:52:58
A47,r5,1,sports,2025-08-25T10:53:33
A47,r6,1,sports,2025-08-25T10:54:08
A48,r1,0,sports,2025-08-25T10:54:17
A48,r2,1,sports,2025-08-25T10:54:48
A48,r3,1,sports,2025-08-25T10:55:29
A48,r4,1,sports,2025-08-25T10:55:57
A48,r5,1,sports,2025-08-25T10:56:05
A48,r6,1,sports,2025-08-25T10:56:11
A49,r1,0,finance,2025-08-25T10:56:34
A49,r2,0,finance,2025-08-25T10:56:39
A49,r3,0,finance,2025-08-25T10:57:18
A49,r4,1,finance,2025-08-25T10:57:45
A49,r5,0,finance,2025-08-25T10:57:58
A49,r6,0,finance,2025-08-25T10:58:24
A50,r1,0,sports,2025-08-25T10:59:06
A50,r2,0,sports,2025-08-25T10:59:34
A50,r3,1,sports,2025-08-25T10:59:59
A50,r4,1,sports,2025-08-25T11:00:23
A50,r5,1,sports,2025-08-25T11:01:05
A50,r6,1,sports,2025-08-25T11:01:24
A51,r1,0,sports,2025-08-25T11:01:31
A51,r2,1,sports,2025-08-25T11:01:47
A51,r3,1,sports,2025-08-25T11:02:12
A51,r4,1,sports,2025-08-25T11:02:35
A51,r5,1,sports,2025-08-25T11:03:11
A51,r6,1,sports,2025-08-25T11:03:40
A52,r1,1,sports,2025-08-25T11:04:02
A52,r2,1,sports,2025-08-25T11:04:12
A52,r3,1,sports,2025-08-25T11:04:24
A52,r4,0,sports,2025-08-25T11:04:45
A52,r5,1,sports,2025-08-25T11:05:29
A52,r6,1,sports,2025-08-25T11:06:08
A53,r1,1,health,2025-08-25T11:06:21
A53,r2,0,health,2025-08-25T11:06:47
A53,r3,1,health,2025-08-25T11:07:13
A53,r4,0,health,2025-08-25T11:07:30
A53,r5,0,health,2025-08-25T11:08:11
A53,r6,1,health,2025-08-25T11:08:20
A54,r1,1,finance,2025-08-25T11:08:27
A54,r2,0,finance,2025-08-25T11:09:08
A54,r3,0,finance,2025-08-25T11:09:19
A54,r4,1,finance,2025-08-25T11:10:02
A54,r5,1,finance,2025-08-25T11:10:14
A54,r6,0,finance,2025-08-25T11:10:22
A55,r1,0,health,2025-08-25T11:10:51
A55,r2,0,health,2025-08-25T11:11:29
A55,r3,0,health,2025-08-25T11:11:49
A55,r4,0,health,2025-08-25T11:12:15
A55,r5,0,health,2025-08-25T11:12:38
A55,r6,1,health,2025-08-25T11:13:01
A56,r1,1,health,2025-08-25T11:13:34
A56,r2,0,health,2025-08-25T11:13:42
A56,r3,0,health,2025-08-25T11:13:50
A56,r4,1,health,2025-08-25T11:13:56
A56,r5,0,health,2025-08-25T11:14:16
A56,r6,0,health,2025-08-25T11:14:41
A57,r1,1,finance,2025-08-25T11:15:00
A57,r2,1,finance,2025-08-25T11:15:11
A57,r3,0,finance,2025-08-25T11:15:26
A57,r4,0,finance,2025-08-25T11:15:52
A57,r5,0,finance,2025-08-25T11:16:23
A57,r6,0,finance,2025-08-25T11:17:02
A58,r1,1,finance,2025-08-25T11:17:23
A58,r2,0,finance,2025-08-25T11:17:45
A58,r3,0,finance,2025-08-25T11:18:06
A58,r4,1,finance,2025-08-25T11:18:18
A58,r5,0,finance,2025-08-25T11:18:55
A58,r6,0,finance,2025-08-25T11:19:09
A59,r1,0,sports,2025-08-25T11:19:46
A59,r2,1,sports,2025-08-25T11:19:55
A59,r3,1,sports,2025-08-25T11:20:11
A59,r4,1,sports,2025-08-25T11:20:55
A59,r5,0,sports,2025-08-25T11:21:29
A59,r6,1,sports,2025-08-25T11:21:57
A60,r1,1,sports,2025-08-25T11:22:02
A60,r2,0,sports,2025-08-25T11:22:25
A60,r3,1,sports,2025-08-25T11:22:58
A60,r4,0,sports,2025-08-25T11:23:28
A60,r5,1,sports,2025-08-25T11:24:03
A60,r6,1,sports,2025-08-25T11:24:33
A61,r1,0,finance,2025-08-25T11:25:06
A61,r2,1,finance,2025-08-25T11:25:25
A61,r3,0,finance,2025-08-25T11:25:49
A61,r4,1,finance,2025-08-25T11:26:12
A61,r5,1,finance,2025-08-25T11:26:31
A61,r6,0,finance,2025-08-25T11:27:01
A62,r1,1,finance,2025-08-25T11:27:09
A62,r2,1,finance,2025-08-25T11:27:52
A62,r3,0,finance,2025-08-25T11:28:04
A62,r4,0,finance,2025-08-25T11:28:44
A62,r5,1,finance,2025-08-25T11:29:20
A62,r6,1,finance,2025-08-25T11:29:44
A63,r1,1,finance,2025-08-25T11:30:17
A63,r2,0,finance,2025-08-25T11:30:44
A63,r3,0,finance,2025-08-25T11:31:12
A63,r4,0,finance,2025-08-25T11:31:46
A63,r5,0,finance,2025-08-25T11:32:04
A63,r6,1,finance,2025-08-25T11:32:23
A64,r1,1,health,2025-08-25T11:33:04
A64,r2,1,health,2025-08-25T11:33:39
A64,r3,1,health,2025-08-25T11:34:12
A64,r4,1,health,2025-08-25T11:34:29
A64,r5,0,health,2025-08-25T11:34:48
A64,r6,1,health,2025-08-25T11:35:12
A65,r1,0,finance,2025-08-25T11:35:34
A65,r2,0,finance,2025-08-25T11:36:14
A65,r3,0,finance,2025-08-25T11:36:47
A65,r4,0,finance,2025-08-25T11:36:52
A65,r5,1,finance,2025-08-25T11:37:27
A65,r6,0,finance,2025-08-25T11:37:54
A66,r1,1,finance,2025-08-25T11:38:01
A66,r2,0,finance,2025-08-25T11:38:39
A66,r3,0,finance,2025-08-25T11:38:49
A66,r4,1,finance,2025-08-25T11:39:10
A66,r5,0,finance,2025-08-25T11:39:54
A66,r6,1,finance,2025-08-25T11:40:21
A67,r1,1,finance,2025-08-25T11:40:51
A67,r2,1,finance,2025-08-25T11:41:33
A67,r3,0,finance,2025-08-25T11:42:07
A67,r4,0,finance,2025-08-25T11:42:19
A67,r5,1,finance,2025-08-25T11:42:35
A67,r6,0,finance,2025-08-25T11:43:07
A68,r1,1,sports,2025-08-25T11:43:34
A68,r2,1,sports,2025-08-25T11:43:49
A68,r3,1,sports,2025-08-25T11:44:18
A68,r4,1,sports,2025-08-25T11:44:53
A68,r5,0,sports,2025-08-25T11:45:20
A68,r6,0,sports,2025-08-25T11:45:47
A69,r1,1,sports,2025-08-25T11:46:21
A69,r2,1,sports,2025-08-25T11:46:58
A69,r3,0,sports,2025-08-25T11:47:12
A69,r4,1,sports,2025-08-25T11:47:24
A69,r5,1,sports,2025-08-25T11:47:50
A69,r6,1,sports,2025-08-25T11:48:20
A70,r1,1,finance,2025-08-25T11:48:34
A70,r2,1,finance,2025-08-25T11:49:15
A70,r3,0,finance,2025-08-25T11:49:36
A70,r4,1,finance,2025-08-25T11:49:59
A70,r5,0,finance,2025-08-25T11:50:11
A70,r6,0,finance,2025-08-25T11:50:47
A71,r1,1,sports,2025-08-25T11:50:56
A71,r2,1,sports,2025-08-25T11:51:11
A71,r3,1,sports,2025-08-25T11:51:32
A71,r4,1,sports,2025-08-25T11:52:10
A71,r5,1,sports,2025-08-25T11:52:32
A71,r6,1,sports,2025-08-25T11:53:08
A72,r1,0,finance,2025-08-25T11:53:15
A72,r2,1,finance,2025-08-25T11:53:29
A72,r3,0,finance,2025-08-25T11:53:55
A72,r4,1,finance,2025-08-25T11:54:30
A72,r5,0,finance,2025-08-25T11:55:14
A72,r6,0,finance,2025-08-25T11:55:36
A73,r1,0,health,2025-08-25T11:55:47
A73,r2,1,health,2025-08-25T11:56:21
A73,r3,1,health,2025-08-25T11:56:52
A73,r4,1,health,2025-08-25T11:57:17
A73,r5,0,health,2025-08-25T11:57:53
A73,r6,0,health,2025-08-25T11:58:07
A74,r1,1,sports,2025-08-25T11:58:25
A74,r2,0,sports,2025-08-25T11:59:01
A74,r3,0,sports,2025-08-25T11:59:21
A74,r4,1,sports,2025-08-25T11:59:40
A74,r5,1,sports,2025-08-25T12:00:08
A74,r6,0,sports,2025-08-25T12:00:29
A75,r1,0,sports,2025-08-25T12:00:58
A75,r2,0,sports,2025-08-25T12:01:42
A75,r3,0,sports,2025-08-25T12:01:56
A75,r4,1,sports,2025-08-25T12:02:25
A75,r5,1,sports,2025-08-25T12:03:06
A75,r6,1,sports,2025-08-25T12:03:39
A76,r1,1,sports,2025-08-25T12:04:16
A76,r2,1,sports,2025-08-25T12:04:55
A76,r3,0,sports,2025-08-25T12:05:14
A76,r4,1,sports,2025-08-25T12:05:48
A76,r5,0,sports,2025-08-25T12:06:04
A76,r6,1,sports,2025-08-25T12:06:17
A77,r1,1,sports,2025-08-25T12:06:38
A77,r2,0,sports,2025-08-25T12:06:44
A77,r3,0,sports,2025-08-25T12:07:26
A77,r4,1,sports,2025-08-25T12:07:52
A77,r5,1,sports,2025-08-25T12:07:57
A77,r6,0,sports,2025-08-25T12:08:37
A78,r1,0,finance,2025-08-25T12:08:52
A78,r2,0,finance,2025-08-25T12:09:35
A78,r3,0,finance,2025-08-25T12:09:51
A78,r4,1,finance,2025-08-25T12:10:04
A78,r5,1,finance,2025-08-25T12:10:12
A78,r6,1,finance,2025-08-25T12:10:19
A79,r1,0,finance,2025-08-25T12:10:25
A79,r2,0,finance,2025-08-25T12:10:55
A79,r3,0,finance,2025-08-25T12:11:16
A79,r4,1,finance,2025-08-25T12:11:38
A79,r5,1,finance,2025-08-25T12:12:14
A79,r6,1,finance,2025-08-25T12:12:29
A80,r1,0,health,2025-08-25T12:13:12
A80,r2,0,health,2025-08-25T12:13:44
A80,r3,0,health,2025-08-25T12:14:19
A80,r4,0,health,2025-08-25T12:14:32
A80,r5,1,health,2025-08-25T12:14:46
A80,r6,1,health,2025-08-25T12:15:02
A81,r1,0,finance,2025-08-25T12:15:43
A81,r2,0,finance,2025-08-25T12:15:53
A81,r3,0,finance,2025-08-25T12:16:28
A81,r4,1,finance,2025-08-25T12:16:50
A81,r5,1,finance,2025-08-25T12:17:28
A81,r6,1,finance,2025-08-25T12:18:02
A82,r1,0,finance,2025-08-25T12:18:45
A82,r2,1,finance,2025-08-25T12:19:08
A82,r3,0,finance,2025-08-25T12:19:51
A82,r4,0,finance,2025-08-25T12:20:17
A82,r5,1,finance,2025-08-25T12:20:48
A82,r6,0,finance,2025-08-25T12:21:12
A83,r1,1,health,2025-08-25T12:21:37
A83,r2,1,health,2025-08-25T12:22:00
A83,r3,0,health,2025-08-25T12:22:30
A83,r4,0,health,2025-08-25T12:22:52
A83,r5,1,health,2025-08-25T12:23:36
A83,r6,0,health,2025-08-25T12:23:47
A84,r1,1,sports,2025-08-25T12:24:07
A84,r2,1,sports,2025-08-25T12:24:37
A84,r3,1,sports,2025-08-25T12:25:19
A84,r4,0,sports,2025-08-25T12:25:44
A84,r5,0,sports,2025-08-25T12:26:18
A84,r6,1,sports,2025-08-25T12:26:34
A85,r1,1,sports,2025-08-25T12:26:39
A85,r2,1,sports,2025-08-25T12:27:23
A85,r3,0,sports,2025-08-25T12:27:40
A85,r4,1,sports,2025-08-25T12:27:53
A85,r5,1,sports,2025-08-25T12:28:07
A85,r6,0,sports,2025-08-25T12:28:51
A86,r1,0,sports,2025-08-25T12:28:57
A86,r2,1,sports,2025-08-25T12:29:14
A86,r3,1,sports,2025-08-25T12:29:35
A86,r4,0,sports,2025-08-25T12:29:56
A86,r5,0,sports,2025-08-25T12:30:18
A86,r6,0,sports,2025-08-25T12:30:30
A87,r1,1,health,2025-08-25T12:31:14
A87,r2,1,health,2025-08-25T12:31:41
A87,r3,1,health,2025-08-25T12:32:21
A87,r4,1,health,2025-08-25T12:32:37
A87,r5,0,health,2025-08-25T12:32:42
A87,r6,1,health,2025-08-25T12:33:20
A88,r1,1,finance,2025-08-25T12:33:40
A88,r2,0,finance,2025-08-25T12:33:47
A88,r3,1,finance,2025-08-25T12:34:15
A88,r4,0,finance,2025-08-25T12:34:56
A88,r5,1,finance,2025-08-25T12:35:06
A88,r6,0,finance,2025-08-25T12:35:39
A89,r1,1,sports,2025-08-25T12:36:20
A89,r2,1,sports,2025-08-25T12:36:44
A89,r3,1,sports,2025-08-25T12:37:08
A89,r4,1,sports,2025-08-25T12:37:41
A89,r5,1,sports,2025-08-25T12:38:11
A89,r6,0,sports,2025-08-25T12:38:47
A90,r1,1,finance,2025-08-25T12:39:16
A90,r2,1,finance,2025-08-25T12:39:45
A90,r3,0,finance,2025-08-25T12:39:56
A90,r4,1,finance,2025-08-25T12:40:17
A90,r5,0,finance,2025-08-25T12:40:46
A90,r6,1,finance,2025-08-25T12:41:28
A91,r1,1,sports,2025-08-25T12:42:07
A91,r2,0,sports,2025-08-25T12:42:42
A91,r3,0,sports,2025-08-25T12:43:18
A91,r4,0,sports,2025-08-25T12:43:26
A91,r5,1,sports,2025-08-25T12:43:56
A91,r6,1,sports,2025-08-25T12:44:23
A92,r1,1,finance,2025-08-25T12:44:35
A92,r2,1,finance,2025-08-25T12:45:13
A92,r3,0,finance,2025-08-25T12:45:23
A92,r4,1,finance,2025-08-25T12:45:57
A92,r5,1,finance,2025-08-25T12:46:25
A92,r6,0,finance,2025-08-25T12:47:07
A93,r1,0,finance,2025-08-25T12:47:19
A93,r2,1,finance,2025-08-25T12:47:58
A93,r3,0,finance,2025-08-25T12:48:06
A93,r4,0,finance,2025-08-25T12:48:38
A93,r5,1,finance,2025-08-25T12:49:17
A93,r6,1,finance,2025-08-25T12:49:35
A94,r1,0,sports,2025-08-25T12:50:00
A94,r2,1,sports,2025-08-25T12:50:18
A94,r3,0,sports,2025-08-25T12:50:55
A94,r4,1,sports,2025-08-25T12:51:38
A94,r5,0,sports,2025-08-25T12:51:54
A94,r6,1,sports,2025-08-25T12:52:04
A95,r1,1,sports,2025-08-25T12:52:27
A95,r2,1,sports,2025-08-25T12:52:37
A95,r3,1,sports,2025-08-25T12:52:59
A95,r4,1,sports,2025-08-25T12:53:05
A95,r5,0,sports,2025-08-25T12:53:26
A95,r6,1,sports,2025-08-25T12:53:31
A96,r1,1,finance,2025-08-25T12:53:36
A96,r2,0,finance,2025-08-25T12:53:56
A96,r3,1,finance,2025-08-25T12:54:31
A96,r4,1,finance,2025-08-25T12:54:49
A96,r5,0,finance,2025-08-25T12:55:06
A96,r6,0,finance,2025-08-25T12:55:11
A97,r1,1,sports,2025-08-25T12:55:36
A97,r2,0,sports,2025-08-25T12:56:06
A97,r3,1,sports,2025-08-25T12:56:49
A97,r4,1,sports,2025-08-25T12:57:15
A97,r5,1,sports,2025-08-25T12:57:23
A97,r6,0,sports,2025-08-25T12:57:46
A98,r1,1,sports,2025-08-25T12:58:02
A98,r2,1,sports,2025-08-25T12:58:25
A98,r3,0,sports,2025-08-25T12:59:01
A98,r4,1,sports,2025-08-25T12:59:26
A98,r5,0,sports,2025-08-25T13:00:10
A98,r6,1,sports,2025-08-25T13:00:53
